sent_id,DOsentence,PDsentence,realized_construction,Particle,Remarks,Coordination_of_Theme,Coordination_of_Recipient,
921,Bob did not pay it as close attention.,Bob did not pay as close attention to it.,PD,-,,-,-,
922,John gave me good service.,John gave good service to me.,DO,-,,-,-,
923,Mary gave the grower in Columbia and elsewhere in Latin America the money that they apparently need and go to the illegal crop for.,Mary gave the money that they apparently need and go to the illegal crop for to the grower in Columbia and elsewhere in Latin America.,DO,-,,-,-,
924,Linda taught them math.,Linda taught math to them.,DO,-,,-,-,
925,Mary gave you a ticket.,Mary gave a ticket to you.,DO,-,,-,-,
926,Michael paid a baseball bat attention.,Michael paid attention to a baseball bat.,PD,-,,-,-,
927,Juan offered me enough money.,Juan offered enough money to me.,DO,-,,-,-,
928,Bob offered someone enough monies.,Bob offered enough monies to someone.,PD,-,,-,-,
929,It cost you and me more money.,It cost more money to you and me.,DO,-,,-,+,
930,Juan gave their wife one to carry in the car with them.,Juan gave one to carry in the car with them to their wife.,DO,-,pronominal binding,-,-,
931,Maria did not tell me anything.,Maria did not tell anything to me.,DO,-,,-,-,
932,Juan told me horror stories of what it used to be like.,Juan told horror stories of what it used to be like to me.,DO,-,,-,-,
933,They gave you an opportunity to go get your life straight rather than lose your job.,They gave an opportunity to go get your life straight rather than lose your job to you.,DO,-,,-,-,
934,It cost the company lots and lots of money.,It cost lots and lots of money to the company.,DO,-,,-,-,
935,They sent us some nice weather.,They sent some nice weather to us.,DO,-,,-,-,
936,It cost the company that much money.,It cost that much money to the company.,DO,-,,-,-,
937,John told them something.,John told something to them.,DO,-,,-,-,
938,They gave you a chance to look at these kids and make your own determinations.,They gave a chance to look at these kids and make your own determinations to you.,DO,-,,-,-,
939,Linda gave somebody a benefit of the doubt.,Linda gave a benefit of the doubt to somebody.,DO,-,,-,-,
941,Mary gave me a thousand dollars.,Mary gave a thousand dollars to me.,DO,-,,-,-,
942,Mary gave them a warning.,Mary gave a warning to them.,DO,-,,-,-,
943,Mary gave them one chance.,Mary gave one chance to them.,DO,-,,-,-,
944,Mary gave everybody one shot.,Mary gave one shot to everybody.,DO,-,,-,-,
945,Michael sent them a copy.,Michael sent a copy to them.,DO,-,,-,-,
946,Michael sent them a copy of the divorce decree.,Michael sent a copy of the divorce decree to them.,DO,-,,-,-,
947,Linda sent them a copy of the divorce decree.,Linda sent a copy of the divorce decree to them.,DO,-,,-,-,
948,Juan sent them a letter.,Juan sent a letter to them.,DO,-,,-,-,
949,They gave every Kuwaiti man woman and child money.,They gave money to every Kuwaiti man woman and child.,DO,-,,-,-,
950,Maria handed them money.,Maria handed money to them.,DO,-,,-,-,
952,Linda told them all kinds of stories.,Linda told all kinds of stories to them.,DO,-,,-,-,
953,Mary told me exactly the same story.,Mary told exactly the same story to me.,DO,-,,-,-,
954,Maria did not tell them anything.,Maria did not tell anything to them.,DO,-,,-,-,
955,Michael did not pay them any attention.,Michael did not pay any attention to them.,PD,-,,-,-,
956,It gave them the incentive to get out of the drug trade.,It gave the incentive to get out of the drug trade to them.,DO,-,,-,-,
957,I told you mine.,I told mine to you.,DO,-,,-,-,
958,Michael sent you some.,Michael sent some to you.,DO,-,,-,-,
959,They gave the Kurds a homeland that they were promised.,They gave a homeland that they were promised to the Kurds.,DO,-,,-,-,
960,Michael gave them the awareness of the different cultures.,Michael gave the awareness of the different cultures to them.,DO,-,,-,-,
961,Mary did not tell me anything else about the house.,Mary did not tell anything else about the house to me.,DO,-,,-,-,
962,Maria wrote Dr Price a letter.,Maria wrote a letter to Dr Price.,PD,-,,-,-,
963,Mary gave you a bag.,Mary gave a bag to you.,DO,-,,-,-,
964,Michael gave me them.,Michael gave them to me.,PD,-,,-,-,
965,Alice gave you a major fine.,Alice gave a major fine to you.,DO,-,,-,-,
966,Bob gave me a Styrofoam cup for coffee or something.,Bob gave a Styrofoam cup for coffee or something to me.,DO,-,,-,-,
967,Maria gave you a hundred thousand dollars maximum.,Maria gave a hundred thousand dollars maximum to you.,DO,-,,-,-,
968,Maria handed anybody who walks in and asks for it it.,Maria handed it to anybody who walks in and asks for it.,PD,over,,-,-,
969,Juan gave you my opinion.,Juan gave my opinion to you.,DO,-,check dialogue ID,-,-,
970,Michael gave you a general description of it.,Michael gave a general description of it to you.,DO,-,,-,-,
971,It cost me money.,It cost money to me.,DO,-,,-,-,
972,Bob gave you some perspective.,Bob gave some perspective to you.,DO,-,,-,-,
973,Linda wished you good luck.,Linda wished good luck to you.,DO,-,,-,-,
974,Maria gave her transportation.,Maria gave transportation to her.,DO,-,,-,-,
975,Maria gave him a run for his money.,Maria gave a run for his money to him.,DO,-,idiom?,-,-,
976,We showed them some of the computerized map things that we had.,We showed some of the computerized map things that we had to them.,DO,-,,-,-,
977,Maria taught me another.,Maria taught another to me.,DO,-,,-,-,
978,I never sent anybody him.,I never sent him to anybody.,PD,-,,-,-,
979,It cost us more.,It cost more to us.,DO,-,,-,-,
980,Mary taught me one thing.,Mary taught one thing to me.,DO,-,,-,-,
981,Maria taught him something.,Maria taught something to him.,DO,-,,-,-,
982,Michael gave the kids quality time.,Michael gave quality time to the kids.,DO,-,,-,-,
983,Michael gave them cash.,Michael gave cash to them.,DO,-,,-,-,
984,Alice sold them military things.,Alice sold military things to them.,DO,-,,-,-,
985,Linda sent anybody money.,Linda sent money to anybody.,DO,-,,-,-,
986,Juan sent them money.,Juan sent money to them.,DO,-,,-,-,
987,Linda gave people three billion dollars.,Linda gave three billion dollars to people.,DO,-,,-,-,
988,Alice sent them wheat.,Alice sent wheat to them.,DO,-,,-,-,
989,Linda gave you specific titles.,Linda gave specific titles to you.,DO,-,,-,-,
990,We gave the country a year or two.,We gave a year or two to the country.,PD,-,,+,-,
991,We gave them food and uniforms.,We gave food and uniforms to them.,DO,-,,+,-,
992,Michael gave people pay that was halfway between relief which was welfare and the minimum wage.,Michael gave pay that was halfway between relief which was welfare and the minimum wage to people.,DO,-,"move 'which was..."" after ""to people""?",-,-,
993,John gave the country something.,John gave something to the country.,PD,-,,-,-,
994,You gave them your entire life.,You gave your entire life to them.,DO,-,,-,-,
995,It cost the company a huge amount of money.,It cost a huge amount of money to the company.,DO,-,,-,-,
996,We gave them a true incentive to want to work.,We gave a true incentive to want to work to them.,DO,-,,-,-,
997,It gave the federal government something new that they could tax.,It gave something new that they could tax to the federal government.,DO,-,,-,-,
998,We denied people the right to supply their families better through whatever means.,We denied the right to supply their families better through whatever means to people.,DO,-,pronominal binding,-,-,
999,John gave me a demonstration.,John gave a demonstration to me.,DO,-,,-,-,
1000,It showed me all this dead skin that you shed during the night.,It showed all this dead skin that you shed during the night to me.,DO,-,,-,-,
1001,Mary served me dinner.,Mary served dinner to me.,DO,-,,-,-,
1002,Alice took the dealer it.,Alice took it to the dealer.,PD,back,,-,-,
1003,Alice gave me lousy service.,Alice gave lousy service to me.,DO,-,,-,-,
1004,Linda sold you something.,Linda sold something to you.,DO,-,,-,-,
1005,It cost you the installation fee.,It cost the installation fee to you.,DO,-,,-,-,
1006,Juan gave the guy a cut.,Juan gave a cut to the guy.,DO,-,,-,-,
1007,Bob gave my dad a report.,Bob gave a report to my dad.,PD,-,,-,-,
1008,Maria gave him some water.,Maria gave some water to him.,DO,-,,-,-,
1009,Bob fed him the outside leaves of lettuce.,Bob fed the outside leaves of lettuce to him.,DO,-,,-,-,
1010,John gave it a better flavor.,John gave a better flavor to it.,DO,-,,-,-,
1011,Linda gave it the appearance.,Linda gave the appearance to it.,DO,-,,-,-,
1012,Bob gave white a real high grade.,Bob gave a real high grade to white.,DO,-,,-,-,
1013,Alice wrote Mobil Oil Corporation a letter.,Alice wrote a letter to Mobil Oil Corporation.,DO,-,,-,-,
1014,It cost me fourteen dollars.,It cost fourteen dollars to me.,DO,-,,-,-,
1015,Juan sold them it.,Juan sold it to them.,PD,-,,-,-,
1016,Maria sold us it.,Maria sold it to us.,PD,-,,-,-,
1017,Maria told the people that.,Maria told that to the people.,DO,-,,-,-,
1018,Juan charged me two hundred dollars.,Juan charged two hundred dollars to me.,DO,-,,-,-,
1019,They gave you a short synopsis of whatever they're talking about.,They gave a short synopsis of whatever they're talking about to you.,DO,-,,-,-,
1020,Bob gave you all the sources that you can look up.,Bob gave all the sources that you can look up to you.,DO,-,,-,-,
1021,Michael read my son the whole twelve hundred pages.,Michael read the whole twelve hundred pages to my son.,PD,-,,-,-,
1022,Mary gave us a lot of clues.,Mary gave a lot of clues to us.,DO,-,,-,-,
1024,Mary sent you them.,Mary sent them to you.,PD,-,,-,-,
1025,Bob gave us another container where we will put everything recyclable.,Bob gave another container where we will put everything recyclable to us.,DO,-,,-,-,
1026,Mary gave people jobs.,Mary gave jobs to people.,DO,-,,-,-,
1027,Mary sent us trash bags.,Mary sent trash bags to us.,DO,-,,-,-,
1028,Michael told me a little bit about that.,Michael told a little bit about that to me.,DO,-,,-,-,
1029,Bob paid them any too much.,Bob paid any too much to them.,DO,-,?,-,-,
1030,Michael did not pay the families anything.,Michael did not pay anything to the families.,PD,-,,-,-,
1031,Mary took someone else that six week old baby.,Mary took that six week old baby to someone else.,PD,-,,-,-,
1032,Linda told her mother these terrible stories.,Linda told these terrible stories to her mother.,DO,-,,-,-,
1033,Alice gave us all kinds of grief.,Alice gave all kinds of grief to us.,DO,-,,-,-,
1034,Alice gave us DADers grief.,Alice gave grief to us DADers.,DO,-,,-,-,
1035,They offered you authentic Japanese feeding.,They offered authentic Japanese feeding to you.,DO,-,,-,-,
1036,Mary told you this.,Mary told this to you.,DO,-,,-,-,
1037,Mary never taught the accounting students anything about using the computer.,Mary never taught anything about using the computer to the accounting students.,DO,-,,-,-,
1038,It cost me fifteen hundred dollars.,It cost fifteen hundred dollars to me.,DO,-,,-,-,
1039,Juan took a TI engineer that was a friend of my wife's it.,Juan took it to a TI engineer that was a friend of my wife's.,PD,-,,-,-,
1040,Maria sent you literature.,Maria sent literature to you.,DO,-,,-,-,
1041,Alice gave me forty-five minutes to sit by myself where it's quiet.,Alice gave forty-five minutes to sit by myself where it's quiet to me.,DO,-,,-,-,
1042,John served company it.,John served it to company.,PD,-,,-,-,
1043,John offered him it.,John offered it to him.,PD,-,,-,-,
1044,Michael gave you one that I put together modified out of a Heart Smart cookbook.,Michael gave one that I put together modified out of a Heart Smart cookbook to you.,DO,-,,-,-,
1045,Linda gave you something that we like to do.,Linda gave something that we like to do to you.,DO,-,,-,-,
1046,Bob gave me something that's really easy to do.,Bob gave something that's really easy to do to me.,DO,-,,-,-,
1047,They told us certain things about don't follow what's really necessarily on the box.,They told certain things about don't follow what's really necessarily on the box to us.,DO,-,,-,-,
1048,Alice gave them a pat on the back and respect and some honor and more money.,Alice gave a pat on the back and respect and some honor and more money to them.,DO,-,,+,-,
1049,Maria paid them more.,Maria paid more to them.,DO,-,,-,-,
1050,Maria paid them more.,Maria paid more to them.,DO,-,,-,-,
1051,Maria never paid the student teacher much attention.,Maria never paid much attention to the student teacher.,PD,-,,-,-,
1052,Michael gave me a hundred and fifty channel access to something I'm never going to.,Michael gave a hundred and fifty channel access to something I'm never going to to me.,DO,-,unfinished construction,-,-,
1053,Alice paid soap operas attention.,Alice paid attention to soap operas.,PD,-,,-,-,
1054,Maria gave you them.,Maria gave them to you.,PD,-,,-,-,
1055,It cost them three points.,It cost three points to them.,DO,-,,-,-,
