Dialogue_ID,Speaker_id,method_of_speaker_annotation,Verb,Semantic_Class,Particle,Givenness_of_theme,Givenness_of_Recipient,Theme,Number_of_Theme,Person_of_Theme,Simplified_Person_of_Theme,Expression_Type_of_Theme,Person/Pronominality_of_Theme,"Person/Pronominality_of_Theme,_non-specific_you=local",Length_of_Theme_in_Graphemic_Words_(normalized),Length_of_Theme_in_Graphemic_Words,Animacy_of_Theme,Simplified_Animacy_of_Theme,simplest_animacy_of _theme,Definiteness_of_Theme,Coordination_of_Theme,Recipient,Number_of_Recipluralient,Person_of_Recipient,Simplified_Person_of_Recipient,Expression_Type_of_Recipient,Person/Pronominality_of_Recipient,"Person/Pronominality,_ns_you=local_for_Recipient",Length_of_Recipient_in_Graphemic_Words_(normalized),Length_of_Recipient_in_Graphemic_Words,Animacy_of_Recipient,Simplified_Animacy_of_Recipient,Simples_animacy_of_recipient,Definiteness_of_Recipient,Coordination_of_Recipient,Remarks,Realized_Construction
2538,1181,auto,give,abstract,-,gen,evoked,a taste,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,it,singular,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,non-concrete,non-concrete,inan,definite,-,,NP NP.
2538,1181,auto,give,transfer,-,frame,sitev,my paycheck,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,concrete,concrete,inan,definite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2543,1148,auto,pay,abstract,-,gen,frame,much attention,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,most of the current music,singular,third,non-local,common,non-pronominal,non-pronominal,3+,5,non-concrete,non-concrete,inan,indefinite,-,,NP_PP.
2543,1148,hand,give,abstract,-,frame,evoked,some exposure to different kinds of music,singular,third,non-local,common,non-pronominal,non-pronominal,2+,7,non-concrete,non-concrete,inan,indefinite,-,them,plural,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2546,1025,auto,write,transfer,-,bn,frame,letters,plural,third,non-local,common,non-pronominal,non-pronominal,1,1,concrete,concrete,inan,indefinite,-,the parole board,singular,third,non-local,common,non-pronominal,non-pronominal,3,3,organization,non-human_animate,non-human_animate,definite,-,attachment_ambiguity,NP_PP.
2546,1025,auto,give,abstract,-,gen,evoked,life in jail,singular,third,non-local,common,non-pronominal,non-pronominal,3,3,time,non-concrete,inan,indefinite,-,them,singular,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2550,1232,auto,give,transfer,-,evoked,evoked,it,singular,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,concrete,concrete,inan,definite,-,Leland,singular,third,non-local,proper,non-pronominal,non-pronominal,1,1,human,human,human,definite,-,,NP_PP.
2550,1232,auto,give,abstract,-,bn,evoked,some extra credit,singular,third,non-local,common,non-pronominal,non-pronominal,3,3,non-concrete,non-concrete,inan,indefinite,-,him,singular,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2551,1180,auto,charge,prevention of possession,-,bn,evoked,a dollar,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,them,singular,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2551,1180,auto,cost,prevention of possession,-,gen,evoked,a lot more than money,singular,third,non-local,quantifier,non-pronominal,non-pronominal,3+,5,non-concrete,non-concrete,inan,indefinite,-,us,plural,first - broadly inclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2551,1180,auto,give,transfer,-,evoked,evoked,it,singular,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,concrete,concrete,inan,definite,-,them,plural,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,organization,non-human_animate,non-human_animate,definite,-,,NP_PP.
2551,1117,auto,give,transfer,-,bn,sitev,one or two dollars,plural,third,non-local,partitive,non-pronominal,non-pronominal,3+,4,non-concrete,non-concrete,inan,indefinite,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2551,1180,auto,give,transfer,-,bn,evoked,ten dollars,plural,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,them,singular,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,organization,non-human animate,non-human animate,definite,-,,NP NP.
2551,1117,auto,charge,prevention of possession,-,bn,sitev,two dollars,plural,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2551,1117,auto,cost,prevention of possession,-,bn,evoked,umpteen thousand dollars,plural,third,non-local,common,non-pronominal,non-pronominal,3,3,non-concrete,non-concrete,inan,indefinite,-,us,plural,first - broadly inclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2553,1151,auto,pay,transfer,-,gen,evoked,anything,singular,third,non-local,impersonal pronoun,non-pronominal,non-pronominal,1,1,non-concrete,non-concrete,inan,indefinite,-,us,plural,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,organization,non-human animate,non-human animate,definite,-,,NP NP.
2553,1151,hand,give,transfer,-,evoked,sitev,it,singular,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,non-concrete,non-concrete,inan,definite,-,you,singular,second_-_non-specific,non-local,personal_pronoun,non-local_personal_pronoun,local_personal_pronoun,1,1,human,human,human,definite,-,,NP_PP.
2553,1056,auto,give,abstract,-,sitev,evoked,their money's worth,singular,third,non-local,common,non-pronominal,non-pronominal,3,3,non-concrete,non-concrete,inan,definite,-,them,singular,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,organization,non-human animate,non-human animate,definite,-,,NP NP.
2553,1056,auto,give,transfer,-,frame,sitev,this application,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,concrete,concrete,inan,definite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2553,1151,hand,give,transfer,-,bn,sitev,this Prevention walking magazine,singular,third,non-local,common,non-pronominal,non-pronominal,3+,4,concrete,concrete,inan,definite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2553,1151,hand,give,transfer,-,evoked,gen,two hundred and fifty bucks,plural,third,non-local,common,non-pronominal,non-pronominal,3+,5,non-concrete,non-concrete,inan,indefinite,-,anybody,singular,third,non-local,impersonal pronoun,non-pronominal,non-pronominal,1,1,organization,non-human animate,non-human animate,indefinite,-,,NP NP.
2554,1141,auto,promise,abstract,-,gen,evoked,anything,singular,third,non-local,impersonal pronoun,non-pronominal,non-pronominal,1,1,non-concrete,non-concrete,inan,indefinite,-,them,plural,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2557,1043,auto,give,abstract,-,frame,gen,more incentives,plural,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,businesses,plural,third,non-local,common,non-pronominal,non-pronominal,1,1,organization,non-human animate,non-human animate,indefinite,-,,NP NP.
2557,1043,hand,offer,future transfer,-,gen,evoked,some incentives to do more reducing of their waste products and reusing them,plural,third,non-local,common,non-pronominal,non-pronominal,2+,14,non-concrete,non-concrete,inan,indefinite,-,industry,singular,third,non-local,common,non-pronominal,non-pronominal,1,1,organization,non-human animate,non-human animate,indefinite,-,,NP NP.
2558,1026,auto,pay,transfer,-,gen,evoked,anything,singular,third,non-local,impersonal pronoun,non-pronominal,non-pronominal,1,1,non-concrete,non-concrete,inan,indefinite,-,them,plural,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2558,1132,hand,pay,transfer,-,gen,evoked,some kind of stipend,singular,third,non-local,partitive,non-pronominal,non-pronominal,3+,4,non-concrete,non-concrete,inan,indefinite,-,them,plural,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2559,1013,auto,pay,transfer,-,gen,evoked,good money,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,them,plural,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,organization,non-human animate,non-human animate,definite,-,,NP NP.
2559,1013,hand,pay,transfer,-,gen,sitev,good money,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,you,plural,second - specific,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,organization,non-human animate,non-human animate,definite,-,,NP NP.
2559,1103,auto,sell,transfer,-,gen,gen,information,singular,third,non-local,common,non-pronominal,non-pronominal,1,1,non-concrete,non-concrete,inan,indefinite,-,private companies,plural,third,non-local,common,non-pronominal,non-pronominal,2,2,organization,non-human_animate,non-human_animate,indefinite,-,discontinuous_theme,NP_PP.
2559,1103,hand,tell,communication,-,evoked,sitev,that,singular,third,non-local,demonstrative pronoun,non-pronominal,non-pronominal,1,1,non-concrete,non-concrete,inan,definite,-,you,singular,second - specific,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2559,1013,auto,write,transfer,-,bn,evoked,this long detailed letter and everything like that,singular,third,non-local,common,non-pronominal,non-pronominal,3+,8,concrete,concrete,inan,definite,-,them,plural,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,organization,non-human_animate,non-human_animate,definite,-,attachment_ambiguity,NP_PP.
2560,1032,auto,give,abstract,-,frame,sitev,a different way of thinking,singular,third,non-local,common,non-pronominal,non-pronominal,3+,5,non-concrete,non-concrete,inan,indefinite,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2561,1126,hand,give,transfer,-,evoked,evoked,it,singular,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,concrete,concrete,inan,definite,-,her,singular,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,human,human,human,definite,-,,NP_PP.
2561,1235,hand,give,transfer,-,evoked,evoked,it,singular,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,concrete,concrete,inan,definite,-,her,singular,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,human,human,human,definite,-,,NP_PP.
2561,1126,hand,give,transfer,-,evoked,evoked,penicillin,singular,third,non-local,common,non-pronominal,non-pronominal,1,1,concrete,concrete,inan,indefinite,-,her,singular,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2561,1126,auto,give,transfer,-,bn,evoked,some medication she was definitely allergic to,singular,third,non-local,common,non-pronominal,non-pronominal,2+,7,concrete,concrete,inan,indefinite,-,her,singular,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2562,1225,auto,give,transfer,-,anch,sitev,a bulb,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,concrete,concrete,inan,indefinite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2562,1225,auto,send,transfer,-,bn,sitev,different bulbs that they came out with,plural,third,non-local,common,non-pronominal,non-pronominal,2+,7,concrete,concrete,inan,indefinite,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2562,1225,auto,give,transfer,-,bn,sitev,some azaleas,plural,third,non-local,common,non-pronominal,non-pronominal,2,2,concrete,concrete,inan,indefinite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2562,1225,auto,give,transfer,-,frame,sitev,some of the bulbs,plural,third,non-local,partitive,non-pronominal,non-pronominal,3+,4,concrete,concrete,inan,indefinite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2562,1225,auto,give,transfer,-,evoked,gen,them,plural,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,concrete,concrete,inan,definite,-,everybody,singular,third,non-local,impersonal_pronoun,non-pronominal,non-pronominal,1,1,human,human,human,definite,-,,NP_PP.
2566,1106,hand,give,abstract,-,gen,evoked,the third degree,singular,third,non-local,common,non-pronominal,non-pronominal,3,3,non-concrete,non-concrete,inan,definite,-,her,singular,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2568,1093,auto,give,abstract,-,gen,sitev,a break,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2568,1093,auto,give,abstract,-,gen,sitev,the effect,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,definite,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,prepositional ambiguity - ?,NP NP.
2570,1005,auto,give,transfer,-,evoked,sitev,it,singular,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,concrete,concrete,inan,definite,-,me,singular,first_-_exclusive,local,personal_pronoun,local_personal_pronoun,local_personal_pronoun,1,1,human,human,human,definite,-,,NP_PP.
2570,1005,auto,pay,transfer,-,bn,sitev,like two dollars,plural,third,non-local,common,non-pronominal,non-pronominal,3,3,non-concrete,non-concrete,inan,indefinite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2571,1014,hand,do,abstract,-,gen,frame,any good,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,the criminal or the victim's family or any of us the taxpayer,singular,third,non-local,common,non-pronominal,non-pronominal,3+,12,human,human,human,definite,+,,NP NP.
2571,1083,auto,send,abstract,-,anch,evoked,his grace,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,definite,-,us,plural,first - broadly inclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2574,1027,auto,send,communication,-,frame,anch,a story about the United States,singular,third,non-local,common,non-pronominal,non-pronominal,2+,6,non-concrete,non-concrete,inan,indefinite,-,their people,plural,third,non-local,common,non-pronominal,non-pronominal,2,2,human,human,human,definite,-,,NP_PP.
